node,device_type,timestamp,V,I,P,Q,kwh
node1,residential,2025-03-29 11:45:00,233.34,0.002,0.49,0.28,0.1215
node1,residential,2025-03-29 12:00:00,222.79,0.001,0.3,0.15,0.0753
node1,residential,2025-03-29 12:15:00,223.17,0.001,0.24,0.1,0.0591
node1,residential,2025-03-29 12:30:00,239.6,0.001,0.35,0.18,0.0871
node1,residential,2025-03-29 12:45:00,219.92,0.002,0.42,0.22,0.1059
node1,residential,2025-03-29 13:00:00,222.59,0.002,0.44,0.19,0.1093
node1,residential,2025-03-29 13:15:00,225.85,0.002,0.48,0.21,0.1198
node1,residential,2025-03-29 13:30:00,223.01,0.001,0.27,0.15,0.0675
node1,residential,2025-03-29 13:45:00,227.54,0.001,0.27,0.13,0.0684
node1,residential,2025-03-29 14:00:00,226.15,0.001,0.28,0.16,0.0705
node1,residential,2025-03-29 14:15:00,223.29,0.002,0.39,0.2,0.0987
node1,residential,2025-03-29 14:30:00,233.11,0.002,0.47,0.24,0.1171
node1,residential,2025-03-29 14:45:00,225.15,0.002,0.44,0.24,0.1112
node1,residential,2025-03-29 15:00:00,240.71,0.002,0.43,0.21,0.108
node1,residential,2025-03-29 15:15:00,233.15,0.002,0.42,0.21,0.1041
node1,residential,2025-03-29 15:30:00,219.1,0.002,0.34,0.17,0.0849
node1,residential,2025-03-29 15:45:00,224.7,0.002,0.34,0.19,0.086
node1,residential,2025-03-29 16:00:00,230.66,0.001,0.25,0.13,0.0617
node1,residential,2025-03-29 16:15:00,234.03,0.002,0.41,0.19,0.103
node1,residential,2025-03-29 16:30:00,223.66,0.001,0.32,0.15,0.0805
node1,residential,2025-03-29 16:45:00,228.61,0.001,0.26,0.14,0.0656
node1,residential,2025-03-29 17:00:00,229.07,0.002,0.47,0.24,0.1164
node1,residential,2025-03-29 17:15:00,238.14,0.002,0.39,0.2,0.0976
node1,residential,2025-03-29 17:30:00,218.89,0.001,0.32,0.2,0.0812
node1,residential,2025-03-29 17:45:00,229.45,0.001,0.31,0.16,0.0779
node1,residential,2025-03-29 18:00:00,229.61,0.006,1.34,0.65,0.3355
node1,residential,2025-03-29 18:15:00,223.02,0.006,1.43,0.71,0.3577
node1,residential,2025-03-29 18:30:00,234.56,0.005,1.26,0.61,0.3149
node1,residential,2025-03-29 18:45:00,219.32,0.005,1.18,0.58,0.295
node1,residential,2025-03-29 19:00:00,228.06,0.005,1.25,0.6,0.3125
node1,residential,2025-03-29 19:15:00,227.77,0.006,1.32,0.6,0.3304
node1,residential,2025-03-29 19:30:00,231.23,0.006,1.28,0.62,0.3194
node1,residential,2025-03-29 19:45:00,233.82,0.006,1.42,0.7,0.3548
node1,residential,2025-03-29 20:00:00,223.42,0.005,1.06,0.51,0.2652
node1,residential,2025-03-29 20:15:00,225.95,0.005,1.04,0.48,0.2609
node1,residential,2025-03-29 20:30:00,241.06,0.005,1.23,0.61,0.3064
node1,residential,2025-03-29 20:45:00,231.01,0.004,0.98,0.45,0.2441
node1,residential,2025-03-29 21:00:00,234.33,0.004,1.03,0.5,0.2563
node1,residential,2025-03-29 21:15:00,238.48,0.004,1.01,0.48,0.2513
node1,residential,2025-03-29 21:30:00,226.24,0.006,1.26,0.6,0.3143
node1,residential,2025-03-29 21:45:00,226.7,0.006,1.42,0.68,0.3556
node1,residential,2025-03-29 22:00:00,229.66,0.001,0.31,0.15,0.0778
node1,residential,2025-03-29 22:15:00,228.48,0.002,0.36,0.16,0.0902
node1,residential,2025-03-29 22:30:00,241.25,0.001,0.21,0.08,0.0517
node1,residential,2025-03-29 22:45:00,227.42,0.001,0.28,0.16,0.0695
node1,residential,2025-03-29 23:00:00,241.1,0.002,0.46,0.22,0.1144
node1,residential,2025-03-29 23:15:00,224.47,0.002,0.38,0.21,0.0952
node1,residential,2025-03-29 23:30:00,239.12,0.002,0.39,0.17,0.0978
node1,residential,2025-03-29 23:45:00,235.19,0.002,0.38,0.19,0.0938
node1,residential,2025-03-30 00:00:00,239.7,0.001,0.35,0.18,0.0875
node1,residential,2025-03-30 00:15:00,240.75,0.001,0.21,0.09,0.0536
node1,residential,2025-03-30 00:30:00,225.16,0.001,0.27,0.14,0.0684
node1,residential,2025-03-30 00:45:00,220.19,0.002,0.42,0.22,0.1049
node1,residential,2025-03-30 01:00:00,225.38,0.002,0.49,0.23,0.1218
node1,residential,2025-03-30 01:15:00,224.74,0.002,0.46,0.2,0.1159
node1,residential,2025-03-30 01:30:00,225.52,0.001,0.31,0.15,0.0778
node1,residential,2025-03-30 01:45:00,222.82,0.002,0.46,0.23,0.1161
node1,residential,2025-03-30 02:00:00,219.02,0.002,0.34,0.18,0.085
node1,residential,2025-03-30 02:15:00,237.3,0.001,0.21,0.07,0.0519
node1,residential,2025-03-30 02:30:00,235.02,0.001,0.27,0.16,0.067
node1,residential,2025-03-30 02:45:00,234.06,0.001,0.35,0.19,0.0874
node1,residential,2025-03-30 03:00:00,235.22,0.002,0.37,0.2,0.0922
node1,residential,2025-03-30 03:15:00,235.94,0.002,0.41,0.19,0.1027
node1,residential,2025-03-30 03:30:00,236.33,0.001,0.35,0.15,0.0872
node1,residential,2025-03-30 03:45:00,218.93,0.002,0.42,0.22,0.1042
node1,residential,2025-03-30 04:00:00,240.6,0.001,0.22,0.1,0.0545
node1,residential,2025-03-30 04:15:00,224.72,0.001,0.32,0.16,0.0788
node1,residential,2025-03-30 04:30:00,237.32,0.001,0.23,0.1,0.0586
node1,residential,2025-03-30 04:45:00,227.02,0.001,0.2,0.11,0.0506
node1,residential,2025-03-30 05:00:00,237.65,0.002,0.4,0.21,0.0991
node1,residential,2025-03-30 05:15:00,240.82,0.002,0.45,0.24,0.1127
node1,residential,2025-03-30 05:30:00,239.07,0.002,0.47,0.21,0.1185
node1,residential,2025-03-30 05:45:00,241.08,0.002,0.42,0.15,0.1048
node1,residential,2025-03-30 06:00:00,237.01,0.004,0.86,0.42,0.2158
node1,residential,2025-03-30 06:15:00,226.13,0.004,1.0,0.5,0.2502
node1,residential,2025-03-30 06:30:00,222.04,0.004,0.92,0.42,0.23
node1,residential,2025-03-30 06:45:00,227.8,0.004,0.82,0.37,0.2062
node1,residential,2025-03-30 07:00:00,226.89,0.005,1.09,0.57,0.2729
node1,residential,2025-03-30 07:15:00,231.57,0.005,1.11,0.52,0.2767
node1,residential,2025-03-30 07:30:00,221.39,0.005,1.03,0.51,0.2573
node1,residential,2025-03-30 07:45:00,233.51,0.004,1.0,0.51,0.2499
node1,residential,2025-03-30 08:00:00,225.63,0.004,0.91,0.44,0.2265
node1,residential,2025-03-30 08:15:00,239.59,0.004,1.05,0.51,0.2627
node1,residential,2025-03-30 08:30:00,228.74,0.004,0.95,0.44,0.2363
node1,residential,2025-03-30 08:45:00,226.79,0.004,0.97,0.47,0.2434
node1,residential,2025-03-30 09:00:00,223.63,0.001,0.21,0.11,0.0532
node1,residential,2025-03-30 09:15:00,229.07,0.001,0.26,0.11,0.0654
node1,residential,2025-03-30 09:30:00,219.54,0.002,0.38,0.15,0.0943
node1,residential,2025-03-30 09:45:00,234.91,0.001,0.32,0.17,0.079
node1,residential,2025-03-30 10:00:00,224.36,0.001,0.26,0.16,0.0656
node1,residential,2025-03-30 10:15:00,231.44,0.001,0.33,0.17,0.0813
node1,residential,2025-03-30 10:30:00,221.27,0.002,0.35,0.18,0.0886
node1,residential,2025-03-30 10:45:00,222.75,0.001,0.29,0.15,0.0734
node1,residential,2025-03-30 11:00:00,227.52,0.001,0.32,0.13,0.0793
node1,residential,2025-03-30 11:15:00,221.28,0.002,0.39,0.19,0.0966
node1,residential,2025-03-30 11:30:00,220.58,0.001,0.32,0.15,0.0791
node1,residential,2025-03-30 11:45:00,240.29,0.001,0.24,0.15,0.0607
node1,residential,2025-03-30 12:00:00,241.2,0.002,0.47,0.24,0.1183
node1,residential,2025-03-30 12:15:00,224.47,0.001,0.25,0.13,0.0618
node1,residential,2025-03-30 12:30:00,236.24,0.001,0.33,0.16,0.0817
node1,residential,2025-03-30 12:45:00,235.08,0.002,0.4,0.18,0.1009
node1,residential,2025-03-30 13:00:00,231.29,0.001,0.26,0.15,0.0657
node1,residential,2025-03-30 13:15:00,218.6,0.002,0.47,0.24,0.1179
node1,residential,2025-03-30 13:30:00,240.91,0.001,0.29,0.13,0.0728
node1,residential,2025-03-30 13:45:00,240.16,0.002,0.38,0.17,0.0955
node1,residential,2025-03-30 14:00:00,224.6,0.001,0.28,0.1,0.0698
node1,residential,2025-03-30 14:15:00,220.52,0.002,0.4,0.22,0.1004
node1,residential,2025-03-30 14:30:00,227.12,0.001,0.33,0.17,0.0832
node1,residential,2025-03-30 14:45:00,218.59,0.002,0.47,0.26,0.1174
node1,residential,2025-03-30 15:00:00,232.93,0.002,0.47,0.24,0.1168
node1,residential,2025-03-30 15:15:00,239.32,0.002,0.4,0.18,0.1006
node1,residential,2025-03-30 15:30:00,236.51,0.002,0.42,0.22,0.1047
node1,residential,2025-03-30 15:45:00,221.74,0.001,0.24,0.11,0.0602
node1,residential,2025-03-30 16:00:00,224.7,0.001,0.25,0.09,0.0626
node1,residential,2025-03-30 16:15:00,219.04,0.001,0.29,0.1,0.072
node1,residential,2025-03-30 16:30:00,229.76,0.002,0.38,0.19,0.096
node1,residential,2025-03-30 16:45:00,234.21,0.002,0.43,0.22,0.1083
node1,residential,2025-03-30 17:00:00,221.16,0.002,0.39,0.17,0.0982
node1,residential,2025-03-30 17:15:00,226.68,0.001,0.33,0.17,0.0833
node1,residential,2025-03-30 17:30:00,239.72,0.001,0.32,0.16,0.0791
node1,residential,2025-03-30 17:45:00,229.76,0.002,0.45,0.22,0.1127
node1,residential,2025-03-30 18:00:00,230.45,0.006,1.42,0.67,0.3544
node1,residential,2025-03-30 18:15:00,221.47,0.006,1.27,0.6,0.317
node1,residential,2025-03-30 18:30:00,237.44,0.006,1.39,0.66,0.3474
node1,residential,2025-03-30 18:45:00,238.28,0.005,1.3,0.61,0.3248
node1,residential,2025-03-30 19:00:00,239.49,0.006,1.48,0.71,0.37
node1,residential,2025-03-30 19:15:00,235.74,0.006,1.42,0.7,0.3539
node1,residential,2025-03-30 19:30:00,224.11,0.005,1.08,0.55,0.2709
node1,residential,2025-03-30 19:45:00,238.25,0.004,1.05,0.5,0.2631
node1,residential,2025-03-30 20:00:00,233.42,0.004,1.0,0.46,0.251
node1,residential,2025-03-30 20:15:00,225.22,0.005,1.09,0.55,0.272
node1,residential,2025-03-30 20:30:00,229.41,0.005,1.18,0.56,0.2953
node1,residential,2025-03-30 20:45:00,234.59,0.006,1.46,0.68,0.3644
node1,residential,2025-03-30 21:00:00,231.56,0.005,1.18,0.55,0.2953
node1,residential,2025-03-30 21:15:00,219.46,0.004,0.99,0.47,0.2466
node1,residential,2025-03-30 21:30:00,239.91,0.005,1.3,0.64,0.3243
node1,residential,2025-03-30 21:45:00,233.9,0.006,1.34,0.63,0.3358
node1,residential,2025-03-30 22:00:00,236.19,0.002,0.42,0.2,0.1047
node1,residential,2025-03-30 22:15:00,221.17,0.001,0.33,0.17,0.0816
node1,residential,2025-03-30 22:30:00,231.86,0.001,0.24,0.08,0.0611
node1,residential,2025-03-30 22:45:00,231.53,0.002,0.39,0.2,0.0963
node1,residential,2025-03-30 23:00:00,223.86,0.001,0.21,0.14,0.0522
node1,residential,2025-03-30 23:15:00,219.45,0.002,0.36,0.19,0.0899
node1,residential,2025-03-30 23:30:00,221.28,0.002,0.46,0.23,0.1155
node1,residential,2025-03-30 23:45:00,227.78,0.001,0.28,0.11,0.0701
node1,residential,2025-03-31 00:00:00,231.48,0.001,0.22,0.1,0.0552
node1,residential,2025-03-31 00:15:00,225.63,0.002,0.43,0.2,0.1067
node1,residential,2025-03-31 00:30:00,230.06,0.001,0.29,0.16,0.0721
node1,residential,2025-03-31 00:45:00,230.38,0.001,0.22,0.15,0.0557
node1,residential,2025-03-31 01:00:00,222.37,0.002,0.47,0.24,0.117
node1,residential,2025-03-31 01:15:00,232.91,0.002,0.45,0.21,0.1126
node1,residential,2025-03-31 01:30:00,230.61,0.002,0.38,0.2,0.0954
node1,residential,2025-03-31 01:45:00,224.71,0.002,0.36,0.16,0.0897
node1,residential,2025-03-31 02:00:00,232.7,0.002,0.44,0.19,0.1094
node1,residential,2025-03-31 02:15:00,230.28,0.001,0.32,0.14,0.0803
node1,residential,2025-03-31 02:30:00,236.07,0.002,0.38,0.18,0.0953
node1,residential,2025-03-31 02:45:00,236.47,0.001,0.31,0.08,0.0765
node1,residential,2025-03-31 03:00:00,219.56,0.002,0.47,0.24,0.1181
node1,residential,2025-03-31 03:15:00,235.97,0.002,0.36,0.15,0.089
node1,residential,2025-03-31 03:30:00,224.23,0.001,0.26,0.13,0.0642
node1,residential,2025-03-31 03:45:00,229.64,0.001,0.27,0.08,0.0665
node1,residential,2025-03-31 04:00:00,241.26,0.001,0.23,0.11,0.0578
node1,residential,2025-03-31 04:15:00,237.88,0.002,0.49,0.26,0.1213
node1,residential,2025-03-31 04:30:00,228.01,0.002,0.5,0.27,0.1249
node1,residential,2025-03-31 04:45:00,238.78,0.002,0.44,0.18,0.1102
node1,residential,2025-03-31 05:00:00,220.63,0.001,0.24,0.13,0.0611
node1,residential,2025-03-31 05:15:00,222.14,0.002,0.45,0.21,0.1137
node1,residential,2025-03-31 05:30:00,222.52,0.001,0.3,0.11,0.0749
node1,residential,2025-03-31 05:45:00,219.9,0.002,0.38,0.16,0.0962
node1,residential,2025-03-31 06:00:00,241.03,0.005,1.16,0.55,0.2898
node1,residential,2025-03-31 06:15:00,220.15,0.005,1.07,0.5,0.2672
node1,residential,2025-03-31 06:30:00,232.88,0.004,1.01,0.49,0.2521
node1,residential,2025-03-31 06:45:00,226.7,0.004,0.95,0.45,0.2372
node1,residential,2025-03-31 07:00:00,233.68,0.004,1.0,0.49,0.2508
node1,residential,2025-03-31 07:15:00,224.51,0.004,0.91,0.44,0.2265
node1,residential,2025-03-31 07:30:00,233.82,0.005,1.12,0.49,0.2793
node1,residential,2025-03-31 07:45:00,236.33,0.004,0.92,0.45,0.2307
node1,residential,2025-03-31 08:00:00,219.17,0.004,0.87,0.42,0.2175
node1,residential,2025-03-31 08:15:00,219.45,0.005,1.08,0.53,0.2688
node1,residential,2025-03-31 08:30:00,224.89,0.004,0.93,0.45,0.2326
node1,residential,2025-03-31 08:45:00,223.42,0.005,1.03,0.52,0.2569
node1,residential,2025-03-31 09:00:00,238.11,0.001,0.25,0.11,0.0637
node1,residential,2025-03-31 09:15:00,236.56,0.001,0.3,0.17,0.0754
node1,residential,2025-03-31 09:30:00,224.54,0.002,0.35,0.18,0.0887
node1,residential,2025-03-31 09:45:00,238.07,0.001,0.27,0.16,0.0681
node1,residential,2025-03-31 10:00:00,238.54,0.002,0.36,0.18,0.0908
node1,residential,2025-03-31 10:15:00,227.99,0.002,0.36,0.17,0.0894
node1,residential,2025-03-31 10:30:00,238.04,0.001,0.31,0.16,0.0769
node1,residential,2025-03-31 10:45:00,223.61,0.002,0.4,0.19,0.0995
node1,residential,2025-03-31 11:00:00,219.11,0.001,0.21,0.09,0.0515
node1,residential,2025-03-31 11:15:00,235.04,0.002,0.39,0.2,0.0978
node1,residential,2025-03-31 11:30:00,223.15,0.002,0.48,0.22,0.1193
node1,residential,2025-03-31 11:45:00,240.01,0.002,0.48,0.24,0.1192
node1,residential,2025-03-31 12:00:00,232.25,0.002,0.48,0.22,0.1188
node1,residential,2025-03-31 12:15:00,238.81,0.002,0.36,0.18,0.0897
node1,residential,2025-03-31 12:30:00,230.2,0.002,0.49,0.23,0.1223
node1,residential,2025-03-31 12:45:00,229.81,0.001,0.21,0.11,0.0536
node1,residential,2025-03-31 13:00:00,238.13,0.002,0.5,0.29,0.1245
node1,residential,2025-03-31 13:15:00,228.17,0.002,0.41,0.18,0.1036
node1,residential,2025-03-31 13:30:00,231.79,0.002,0.5,0.21,0.1248
node1,residential,2025-03-31 13:45:00,234.93,0.001,0.35,0.13,0.0872
node1,residential,2025-03-31 14:00:00,231.24,0.001,0.33,0.17,0.0826
node1,residential,2025-03-31 14:15:00,223.39,0.001,0.29,0.13,0.0729
node1,residential,2025-03-31 14:30:00,236.9,0.001,0.31,0.11,0.0783
node1,residential,2025-03-31 14:45:00,226.39,0.001,0.29,0.11,0.072
node1,residential,2025-03-31 15:00:00,220.11,0.002,0.43,0.2,0.1082
node1,residential,2025-03-31 15:15:00,235.8,0.002,0.42,0.2,0.1046
node1,residential,2025-03-31 15:30:00,240.12,0.002,0.47,0.24,0.118
node1,residential,2025-03-31 15:45:00,240.04,0.002,0.48,0.21,0.1194
node1,residential,2025-03-31 16:00:00,231.68,0.002,0.48,0.24,0.1201
node1,residential,2025-03-31 16:15:00,234.18,0.001,0.22,0.11,0.0558
node1,residential,2025-03-31 16:30:00,226.8,0.002,0.49,0.23,0.1228
node1,residential,2025-03-31 16:45:00,228.54,0.002,0.47,0.23,0.1181
node1,residential,2025-03-31 17:00:00,225.08,0.001,0.31,0.15,0.078
node1,residential,2025-03-31 17:15:00,226.29,0.001,0.24,0.08,0.0589
node1,residential,2025-03-31 17:30:00,221.11,0.002,0.38,0.17,0.0957
node1,residential,2025-03-31 17:45:00,232.77,0.002,0.42,0.21,0.1056
node1,residential,2025-03-31 18:00:00,235.36,0.005,1.27,0.62,0.3171
node1,residential,2025-03-31 18:15:00,219.48,0.006,1.34,0.66,0.3348
node1,residential,2025-03-31 18:30:00,234.01,0.005,1.07,0.49,0.2666
node1,residential,2025-03-31 18:45:00,225.93,0.004,0.94,0.44,0.2338
node1,residential,2025-03-31 19:00:00,233.91,0.005,1.12,0.53,0.2789
node1,residential,2025-03-31 19:15:00,231.05,0.005,1.26,0.62,0.3156
node1,residential,2025-03-31 19:30:00,238.73,0.006,1.42,0.72,0.3555
node1,residential,2025-03-31 19:45:00,220.75,0.006,1.3,0.63,0.3247
node1,residential,2025-03-31 20:00:00,232.05,0.004,1.0,0.49,0.2504
node1,residential,2025-03-31 20:15:00,234.41,0.006,1.43,0.68,0.3585
node1,residential,2025-03-31 20:30:00,222.11,0.006,1.24,0.59,0.3103
node1,residential,2025-03-31 20:45:00,228.76,0.005,1.24,0.59,0.3094
node1,residential,2025-03-31 21:00:00,229.35,0.007,1.49,0.73,0.3736
node1,residential,2025-03-31 21:15:00,219.58,0.004,0.94,0.47,0.234
node1,residential,2025-03-31 21:30:00,232.17,0.005,1.21,0.57,0.3026
node1,residential,2025-03-31 21:45:00,230.74,0.005,1.19,0.58,0.2982
node1,residential,2025-03-31 22:00:00,232.36,0.002,0.43,0.16,0.1075
node1,residential,2025-03-31 22:15:00,231.91,0.001,0.32,0.11,0.0788
node1,residential,2025-03-31 22:30:00,223.16,0.001,0.28,0.13,0.071
node1,residential,2025-03-31 22:45:00,240.56,0.001,0.35,0.17,0.0868
node1,residential,2025-03-31 23:00:00,227.36,0.001,0.29,0.1,0.0722
node1,residential,2025-03-31 23:15:00,232.56,0.001,0.32,0.18,0.0799
node1,residential,2025-03-31 23:30:00,235.64,0.001,0.35,0.14,0.087
node1,residential,2025-03-31 23:45:00,233.02,0.002,0.44,0.22,0.1094
node2,residential,2025-01-01 00:00:00,223.28,0.001,0.29,0.15,0.0728
node2,residential,2025-01-01 00:15:00,234.13,0.001,0.27,0.13,0.0664
node2,residential,2025-01-01 00:30:00,221.94,0.001,0.21,0.13,0.0532
node2,residential,2025-01-01 00:45:00,235.18,0.001,0.34,0.18,0.0854
node2,residential,2025-01-01 01:00:00,235.18,0.002,0.44,0.21,0.1089
node2,residential,2025-01-01 01:15:00,240.77,0.001,0.29,0.14,0.0715
node2,residential,2025-01-01 01:30:00,227.51,0.002,0.49,0.25,0.1221
node2,residential,2025-01-01 01:45:00,228.24,0.002,0.37,0.15,0.0921
node2,residential,2025-01-01 02:00:00,239.28,0.001,0.31,0.13,0.0775
node2,residential,2025-01-01 02:15:00,230.04,0.002,0.4,0.19,0.0994
node2,residential,2025-01-01 02:30:00,233.57,0.001,0.31,0.14,0.0769
node2,residential,2025-01-01 02:45:00,239.42,0.001,0.35,0.17,0.0865
node2,residential,2025-01-01 03:00:00,239.24,0.001,0.26,0.12,0.0654
node2,residential,2025-01-01 03:15:00,220.53,0.001,0.27,0.15,0.0679
node2,residential,2025-01-01 03:30:00,231.81,0.001,0.23,0.11,0.0578
node2,residential,2025-01-01 03:45:00,229.08,0.001,0.26,0.14,0.0643
node2,residential,2025-01-01 04:00:00,224.55,0.002,0.39,0.19,0.0966
node2,residential,2025-01-01 04:15:00,223.72,0.002,0.44,0.25,0.1097
node2,residential,2025-01-01 04:30:00,235.67,0.001,0.26,0.11,0.064
node2,residential,2025-01-01 04:45:00,229.15,0.001,0.22,0.11,0.0545
node2,residential,2025-01-01 05:00:00,229.15,0.001,0.28,0.15,0.07
node2,residential,2025-01-01 05:15:00,221.24,0.002,0.34,0.2,0.0845
node2,residential,2025-01-01 05:30:00,223.79,0.001,0.31,0.15,0.0783
node2,residential,2025-01-01 05:45:00,228.36,0.001,0.32,0.13,0.081
node2,residential,2025-01-01 06:00:00,218.99,0.004,0.92,0.44,0.2303
node2,residential,2025-01-01 06:15:00,235.17,0.005,1.11,0.56,0.2773
node2,residential,2025-01-01 06:30:00,226.71,0.005,1.03,0.5,0.2572
node2,residential,2025-01-01 06:45:00,219.01,0.004,0.92,0.45,0.2303
node2,residential,2025-01-01 07:00:00,226.86,0.005,1.09,0.51,0.2734
node2,residential,2025-01-01 07:15:00,226.33,0.004,0.97,0.44,0.2428
node2,residential,2025-01-01 07:30:00,239.02,0.004,0.97,0.49,0.2437
node2,residential,2025-01-01 07:45:00,231.38,0.004,0.85,0.46,0.2117
node2,residential,2025-01-01 08:00:00,241.1,0.004,1.01,0.51,0.2524
node2,residential,2025-01-01 08:15:00,234.17,0.004,0.97,0.5,0.243
node2,residential,2025-01-01 08:30:00,225.55,0.004,0.9,0.45,0.226
node2,residential,2025-01-01 08:45:00,226.88,0.004,0.97,0.47,0.2421
node2,residential,2025-01-01 09:00:00,225.41,0.001,0.27,0.14,0.0674
node2,residential,2025-01-01 09:15:00,241.18,0.002,0.43,0.23,0.1066
node2,residential,2025-01-01 09:30:00,229.57,0.002,0.36,0.19,0.0909
node2,residential,2025-01-01 09:45:00,235.06,0.002,0.39,0.14,0.098
node2,residential,2025-01-01 10:00:00,230.99,0.002,0.48,0.22,0.1196
node2,residential,2025-01-01 10:15:00,221.2,0.002,0.35,0.19,0.0873
node2,residential,2025-01-01 10:30:00,239.33,0.001,0.25,0.13,0.0619
node2,residential,2025-01-01 10:45:00,230.16,0.001,0.25,0.12,0.062
node2,residential,2025-01-01 11:00:00,228.11,0.001,0.33,0.17,0.0831
node2,residential,2025-01-01 11:15:00,239.13,0.001,0.24,0.09,0.0595
node2,residential,2025-01-01 11:30:00,231.82,0.002,0.39,0.17,0.098
node2,residential,2025-01-01 11:45:00,223.29,0.001,0.26,0.13,0.0644
node2,residential,2025-01-01 12:00:00,228.83,0.002,0.44,0.26,0.1106
node2,residential,2025-01-01 12:15:00,238.61,0.002,0.47,0.24,0.1167
node2,residential,2025-01-01 12:30:00,227.74,0.002,0.37,0.21,0.0919
node2,residential,2025-01-01 12:45:00,229.52,0.001,0.23,0.1,0.0574
node2,residential,2025-01-01 13:00:00,228.52,0.001,0.21,0.15,0.0528
node2,residential,2025-01-01 13:15:00,240.06,0.002,0.47,0.21,0.1183
node2,residential,2025-01-01 13:30:00,227.49,0.002,0.39,0.19,0.0972
node2,residential,2025-01-01 13:45:00,219.07,0.002,0.46,0.22,0.1158
node2,residential,2025-01-01 14:00:00,239.67,0.002,0.39,0.21,0.0982
node2,residential,2025-01-01 14:15:00,236.73,0.001,0.32,0.15,0.0804
node2,residential,2025-01-01 14:30:00,223.02,0.002,0.48,0.25,0.1202
node2,residential,2025-01-01 14:45:00,237.85,0.002,0.44,0.21,0.1104
node2,residential,2025-01-01 15:00:00,224.48,0.001,0.25,0.13,0.0622
node2,residential,2025-01-01 15:15:00,231.77,0.001,0.34,0.18,0.0842
node2,residential,2025-01-01 15:30:00,219.49,0.002,0.5,0.25,0.1249
node2,residential,2025-01-01 15:45:00,220.62,0.002,0.34,0.14,0.0843
node2,residential,2025-01-01 16:00:00,230.72,0.002,0.41,0.19,0.1035
node2,residential,2025-01-01 16:15:00,225.04,0.001,0.28,0.12,0.0707
node2,residential,2025-01-01 16:30:00,240.53,0.002,0.42,0.18,0.1047
node2,residential,2025-01-01 16:45:00,235.45,0.001,0.31,0.12,0.0765
node2,residential,2025-01-01 17:00:00,233.58,0.001,0.32,0.16,0.0791
node2,residential,2025-01-01 17:15:00,240.95,0.002,0.39,0.21,0.0975
node2,residential,2025-01-01 17:30:00,231.72,0.002,0.4,0.2,0.1008
node2,residential,2025-01-01 17:45:00,218.97,0.002,0.44,0.21,0.1098
node2,residential,2025-01-01 18:00:00,236.3,0.005,1.17,0.59,0.2925
node2,residential,2025-01-01 18:15:00,235.36,0.004,1.04,0.49,0.2611
node2,residential,2025-01-01 18:30:00,222.07,0.007,1.46,0.7,0.3642
